G,Date,Opp,W/L,Tm,Opp.1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
13,2022-12-21,Evansville,L,61,73,19,45,.422,12,27,.444,11,18,.611,4,30,16,4,2,16,20,24,55,.436,10,28,.357,15,21,.714,6,31,20,7,3,9,13
14,2022-12-29,Liberty,L,53,70,20,45,.444,8,23,.348,5,6,.833,3,23,12,2,1,12,7,28,52,.538,12,29,.414,2,6,.333,3,24,18,7,0,5,12
15,2023-01-02,North Alabama,W,69,65,23,46,.500,9,18,.500,14,20,.700,3,22,13,6,1,7,13,24,51,.471,9,24,.375,8,10,.800,5,25,12,2,2,11,19
16,2023-01-05,Queens (NC),L,74,75,31,58,.534,7,17,.412,5,7,.714,5,27,19,10,2,9,14,28,59,.475,12,31,.387,7,15,.467,15,37,14,8,1,14,9
17,2023-01-07,Jacksonville State,W,75,62,26,49,.531,14,29,.483,9,12,.750,6,23,17,7,1,11,11,23,48,.479,11,30,.367,5,8,.625,7,24,14,5,2,17,13
18,2023-01-12,Stetson,L,51,80,20,47,.426,3,15,.200,8,13,.615,3,22,11,2,0,7,9,29,57,.509,19,40,.475,3,4,.750,10,32,16,4,5,8,14
19,2023-01-14,Florida Gulf Coast,W,61,41,22,54,.407,9,31,.290,8,8,1.000,6,29,15,10,3,11,16,14,46,.304,5,25,.200,8,11,.727,8,32,7,4,3,18,16
20,2023-01-19,Austin Peay,W,56,45,20,51,.392,7,26,.269,9,11,.818,7,33,14,5,1,8,9,16,45,.356,6,26,.231,7,7,1.000,2,23,10,3,2,7,14
21,2023-01-21,Lipscomb,L,49,69,22,64,.344,2,27,.074,3,6,.500,9,29,9,11,2,11,13,25,52,.481,11,27,.407,8,14,.571,8,35,15,7,1,15,11
22,2023-01-26,Eastern Kentucky,W,72,71,28,54,.519,12,29,.414,4,7,.571,7,31,20,1,0,9,13,24,59,.407,10,31,.323,13,16,.813,11,32,12,6,2,5,13
23,2023-01-28,Eastern Kentucky,L,63,73,25,56,.446,7,22,.318,6,12,.500,5,26,15,1,1,6,16,28,56,.500,7,22,.318,10,13,.769,8,35,15,2,3,8,11
24,2023-02-02,Kennesaw State,L (2 OT),84,90,29,56,.518,8,26,.308,18,23,.783,2,35,13,2,1,15,25,28,65,.431,10,26,.385,24,33,.727,4,30,15,10,0,8,19
25,2023-02-04,Jacksonville State,W,71,64,21,44,.477,9,21,.429,20,25,.800,2,22,14,6,1,17,25,21,48,.438,5,18,.278,17,26,.654,8,30,10,5,1,15,25
26,2023-02-09,Liberty,L,50,70,18,47,.383,2,14,.143,12,13,.923,4,23,6,4,0,12,20,24,47,.511,7,29,.241,15,18,.833,3,27,11,4,1,7,16
27,2023-02-11,Queens (NC),W,88,84,31,58,.534,11,20,.550,15,17,.882,7,35,17,4,4,10,24,25,62,.403,8,29,.276,26,30,.867,10,31,12,1,1,7,19
28,2023-02-16,North Alabama,L,57,70,19,57,.333,4,20,.200,15,18,.833,7,28,11,7,0,8,17,23,51,.451,12,29,.414,12,16,.750,5,34,14,4,0,12,17
29,2023-02-19,Central Arkansas,W,68,67,25,57,.439,10,33,.303,8,12,.667,5,25,17,6,1,11,12,24,55,.436,9,30,.300,10,16,.625,11,38,14,10,1,16,14
30,2023-02-22,Jacksonville,W,63,61,23,54,.426,4,14,.286,13,16,.813,8,25,12,3,0,3,16,22,44,.500,10,25,.400,7,14,.500,7,28,14,3,5,10,18
31,2023-02-24,North Florida,L,67,79,26,49,.531,8,18,.444,7,9,.778,3,20,14,6,3,12,11,30,62,.484,12,24,.500,7,7,1.000,12,31,16,7,1,9,9
32,2023-02-27,North Florida,W,76,74,30,58,.517,5,19,.263,11,15,.733,8,28,14,7,2,12,14,27,53,.509,14,30,.467,6,13,.462,5,21,13,7,4,13,17
33,2023-02-28,Liberty,L,56,76,23,49,.469,5,18,.278,5,6,.833,1,17,7,5,1,12,16,28,50,.560,13,29,.448,7,14,.500,4,28,15,9,1,10,8
1,2022-11-07,Ohio,W,70,69,28,57,.491,7,25,.280,7,13,.538,5,26,17,8,6,12,13,26,60,.433,9,20,.450,8,9,.889,7,29,8,5,0,14,16
2,2022-11-11,Furman,L,74,89,29,64,.453,12,31,.387,4,13,.308,7,20,9,8,3,8,15,35,60,.583,8,19,.421,11,15,.733,8,38,20,5,3,14,16
3,2022-11-14,Lipscomb,L,75,77,29,62,.468,5,19,.263,12,19,.632,10,32,12,6,2,13,17,31,58,.534,4,14,.286,11,17,.647,7,33,14,6,7,11,19
4,2022-11-18,Tarleton State,L,81,89,29,57,.509,9,18,.500,14,17,.824,8,27,17,6,3,20,31,26,50,.520,5,13,.385,32,49,.653,12,30,12,11,2,14,20
5,2022-11-19,George Mason,W,66,62,25,56,.446,6,21,.286,10,15,.667,9,29,10,11,4,8,18,24,58,.414,9,26,.346,5,13,.385,12,35,12,1,3,15,16
6,2022-11-21,Howard,W,96,73,30,58,.517,11,23,.478,25,31,.806,6,33,17,9,2,10,18,23,61,.377,8,20,.400,19,22,.864,11,31,13,7,3,15,20
7,2022-11-27,Georgia State,W,68,66,24,51,.471,13,25,.520,7,9,.778,5,25,19,7,1,15,15,23,54,.426,4,17,.235,16,20,.800,6,28,9,6,0,11,13
8,2022-12-01,Valparaiso,W,76,64,26,60,.433,15,34,.441,9,10,.900,8,38,18,2,5,9,12,26,64,.406,2,16,.125,10,15,.667,7,31,9,4,2,6,11
9,2022-12-04,Illinois State,L,77,87,27,59,.458,8,18,.444,15,18,.833,3,18,17,8,2,8,17,30,55,.545,13,21,.619,14,17,.824,10,34,20,5,5,14,17
10,2022-12-06,Trevecca Nazarene,W,83,53,27,59,.458,10,27,.370,19,26,.731,6,27,16,11,4,3,9,19,47,.404,9,25,.360,6,7,.857,6,33,12,2,1,18,20
11,2022-12-10,Middle Tennessee,L (1 OT),75,85,23,61,.377,15,33,.455,14,26,.538,10,31,17,4,3,17,21,32,69,.464,6,15,.400,15,30,.500,15,44,12,12,13,12,21
12,2022-12-18,Chattanooga,W (1 OT),83,79,28,63,.444,14,32,.438,13,14,.929,5,24,13,14,0,8,18,27,59,.458,13,34,.382,12,22,.545,14,38,15,6,7,18,13
13,2022-12-21,Samford,W,79,56,31,53,.585,10,22,.455,7,14,.500,7,28,19,9,6,10,19,18,49,.367,7,24,.292,13,16,.813,7,26,6,4,0,16,18
14,2022-12-28,Bradley,W,63,60,23,54,.426,11,25,.440,6,7,.857,7,32,12,4,3,15,12,27,64,.422,5,20,.250,1,3,.333,8,30,12,6,4,11,12
15,2023-01-01,Southern Illinois,L,45,63,17,52,.327,4,22,.182,7,11,.636,6,30,11,7,3,14,13,26,56,.464,4,19,.211,7,10,.700,6,32,12,9,4,11,10
16,2023-01-04,UIC,W,77,71,27,60,.450,9,24,.375,14,23,.609,6,37,21,11,4,20,16,25,65,.385,8,26,.308,13,18,.722,8,35,17,8,8,17,20
17,2023-01-07,Missouri State,W,74,61,26,56,.464,11,26,.423,11,11,1.000,8,26,15,10,4,10,12,22,49,.449,7,19,.368,10,19,.526,11,31,8,6,7,16,14
18,2023-01-10,Valparaiso,W,74,59,30,57,.526,7,20,.350,7,9,.778,2,24,17,7,7,12,14,22,52,.423,4,15,.267,11,18,.611,5,27,14,8,1,15,10
19,2023-01-14,Northern Iowa,W,76,72,27,53,.509,14,31,.452,8,9,.889,4,26,15,3,3,13,16,29,60,.483,5,16,.313,9,14,.643,5,26,9,8,0,6,15
20,2023-01-17,Murray State,W,80,65,29,59,.492,12,29,.414,10,14,.714,11,36,20,4,8,8,17,26,71,.366,4,14,.286,9,15,.600,17,38,13,3,3,4,15
21,2023-01-21,Bradley,W,78,76,28,66,.424,12,27,.444,10,12,.833,9,28,15,8,1,7,17,27,56,.482,5,15,.333,17,22,.773,10,38,11,4,6,12,13
22,2023-01-25,Evansville,W,73,64,28,57,.491,10,27,.370,7,7,1.000,3,35,17,7,2,11,13,25,63,.397,8,21,.381,6,11,.545,7,31,13,6,2,11,12
23,2023-01-29,Drake,L,61,79,27,65,.415,1,16,.063,6,14,.429,12,36,7,3,4,11,15,33,60,.550,4,10,.400,9,14,.643,4,27,20,6,1,5,14
24,2023-02-01,Murray State,L,82,83,29,61,.475,13,27,.481,11,13,.846,5,29,15,5,3,10,15,34,64,.531,8,15,.533,7,14,.500,10,36,19,3,5,9,12
25,2023-02-04,Illinois State,W,90,75,34,64,.531,6,22,.273,16,19,.842,13,35,17,7,2,7,11,28,56,.500,11,27,.407,8,11,.727,6,19,15,5,6,10,19
26,2023-02-08,Missouri State,L,59,61,24,56,.429,5,16,.313,6,9,.667,7,28,8,7,2,6,9,25,58,.431,8,25,.320,3,6,.500,11,37,17,2,3,10,10
27,2023-02-11,UIC,W,98,71,36,63,.571,13,23,.565,13,15,.867,7,30,24,7,5,12,12,26,62,.419,7,15,.467,12,19,.632,10,27,10,8,5,16,13
28,2023-02-15,Evansville,W,95,63,33,58,.569,12,26,.462,17,24,.708,8,45,20,4,3,15,18,22,70,.314,5,22,.227,14,21,.667,12,30,7,11,2,9,15
29,2023-02-19,Drake,L,56,70,25,63,.397,1,16,.063,5,10,.500,2,33,8,3,1,10,17,27,64,.422,6,21,.286,10,17,.588,6,39,15,5,5,7,11
30,2023-02-22,Indiana State,W,89,88,35,70,.500,12,32,.375,7,11,.636,10,34,13,6,2,7,17,30,56,.536,9,25,.360,19,26,.731,3,30,14,2,2,9,15
31,2023-02-26,Northern Iowa,W,83,75,29,62,.468,7,27,.259,18,20,.900,8,34,12,11,1,7,15,26,62,.419,9,28,.321,14,19,.737,7,33,12,5,0,13,17
32,2023-03-03,Indiana State,L,91,94,35,66,.530,12,27,.444,9,11,.818,5,28,20,8,2,7,17,32,63,.508,16,28,.571,14,18,.778,8,30,20,5,1,10,11
1,2022-11-07,Iowa,L,58,89,23,66,.348,5,16,.313,7,7,1.000,8,31,11,6,2,16,16,34,67,.507,11,33,.333,10,14,.714,9,41,25,10,5,11,12
2,2022-11-10,Indiana,L,49,101,20,51,.392,3,15,.200,6,13,.462,3,17,8,7,1,16,21,35,60,.583,10,24,.417,21,22,.955,10,38,27,10,2,13,18
3,2022-11-14,Florida National University,W,71,57,28,53,.528,6,15,.400,9,13,.692,9,33,14,6,4,8,11,18,51,.353,10,26,.385,11,12,.917,6,23,8,5,5,9,14
4,2022-11-16,Trinity Baptist,W,83,46,34,62,.548,6,13,.462,9,13,.692,12,43,21,15,8,15,9,17,56,.304,6,24,.250,6,10,.600,5,22,8,9,3,17,9
5,2022-11-21,Charleston Southern,L,63,78,24,56,.429,5,11,.455,10,14,.714,8,29,7,5,1,11,16,26,63,.413,14,32,.438,12,16,.750,14,36,16,2,5,11,14
6,2022-11-26,Idaho State,W (1 OT),68,66,27,62,.435,6,13,.462,8,11,.727,5,24,16,8,2,7,13,25,56,.446,11,31,.355,5,6,.833,8,34,14,2,1,15,15
7,2022-11-27,Northwestern State,L,66,69,23,57,.404,6,19,.316,14,20,.700,8,28,12,10,3,8,11,26,65,.400,9,22,.409,8,11,.727,17,41,12,5,2,13,17
8,2022-12-01,Chicago State,W,86,73,27,63,.429,10,20,.500,22,26,.846,12,33,11,5,4,10,18,24,59,.407,7,27,.259,18,22,.818,13,31,14,9,6,13,20
9,2022-12-10,North Florida,L,48,88,18,64,.281,2,13,.154,10,13,.769,9,27,10,11,2,13,16,31,60,.517,15,35,.429,11,15,.733,8,42,22,8,7,18,15
10,2022-12-16,Incarnate Word,L,65,77,27,62,.435,6,15,.400,5,10,.500,14,31,11,9,4,21,20,27,49,.551,5,11,.455,18,23,.783,5,25,11,12,1,16,14
11,2022-12-18,UTSA,L,69,90,26,60,.433,8,22,.364,9,13,.692,8,27,13,7,4,12,22,27,58,.466,11,23,.478,25,28,.893,10,37,16,5,1,13,16
12,2022-12-22,North Florida,L,85,87,32,65,.492,3,17,.176,18,23,.783,5,30,13,5,2,9,17,28,62,.452,11,34,.324,20,28,.714,7,34,14,7,3,8,16
13,2022-12-29,Illinois,L,52,85,17,58,.293,3,13,.231,15,20,.750,9,33,6,12,3,20,21,29,59,.492,8,28,.286,19,27,.704,9,38,17,10,10,15,16
14,2023-01-02,Florida A&M,W,67,59,20,52,.385,7,17,.412,20,32,.625,10,28,10,9,2,6,19,18,47,.383,3,12,.250,20,26,.769,10,37,7,2,5,12,23
15,2023-01-07,Grambling,L,70,76,22,52,.423,8,20,.400,18,22,.818,7,22,9,5,2,18,22,27,55,.491,5,16,.313,17,26,.654,13,33,12,9,6,15,17
16,2023-01-09,Southern,L,75,102,25,57,.439,11,27,.407,14,19,.737,6,24,7,7,0,21,20,32,55,.582,15,29,.517,23,29,.793,4,32,28,16,3,14,22
17,2023-01-14,Mississippi Valley State,W,77,71,27,52,.519,11,25,.440,12,20,.600,6,28,12,6,1,13,9,31,71,.437,4,23,.174,5,9,.556,16,37,10,7,1,14,15
18,2023-01-16,Arkansas-Pine Bluff,L,71,77,27,58,.466,5,21,.238,12,21,.571,10,30,12,7,3,10,21,25,55,.455,9,20,.450,18,28,.643,12,36,13,5,2,16,24
19,2023-01-21,Jackson State,L,66,70,24,66,.364,5,25,.200,13,15,.867,10,40,10,6,6,10,16,23,59,.390,8,22,.364,16,18,.889,5,33,13,8,4,11,14
20,2023-01-23,Alcorn State,L,68,76,24,54,.444,9,18,.500,11,17,.647,7,30,14,4,7,15,21,29,66,.439,3,14,.214,15,16,.938,11,33,14,8,0,10,18
21,2023-01-28,Alabama State,W,64,62,22,56,.393,7,23,.304,13,16,.813,11,35,8,5,2,11,13,24,57,.421,6,17,.353,8,13,.615,9,27,8,7,5,10,17
22,2023-01-30,Alabama A&M,W,88,77,30,56,.536,10,19,.526,18,33,.545,5,29,16,15,5,9,19,27,63,.429,7,23,.304,16,23,.696,11,41,8,5,2,18,23
24,2023-02-04,Prairie View,W,60,58,21,63,.333,8,21,.381,10,16,.625,5,27,9,5,7,6,20,18,57,.316,3,16,.188,19,23,.826,12,47,7,3,9,13,14
25,2023-02-06,Texas Southern,L,62,69,19,57,.333,8,20,.400,16,17,.941,9,34,9,9,1,15,19,26,60,.433,5,17,.294,12,20,.600,8,33,14,9,2,14,14
26,2023-02-11,Alcorn State,L,74,76,27,60,.450,13,27,.481,7,12,.583,7,35,18,5,3,13,10,30,74,.405,6,20,.300,10,12,.833,16,41,12,10,5,9,13
27,2023-02-13,Jackson State,L,64,91,21,60,.350,7,25,.280,15,24,.625,12,26,8,4,1,10,23,32,50,.640,10,19,.526,17,23,.739,4,32,17,4,2,9,22
28,2023-02-18,Alabama A&M,L,56,90,17,58,.293,5,16,.313,17,24,.708,7,23,7,8,0,11,21,32,55,.582,6,12,.500,20,24,.833,8,39,16,7,5,14,23
29,2023-02-20,Alabama State,W,70,65,27,60,.450,4,15,.267,12,17,.706,12,32,10,7,1,8,16,23,54,.426,6,21,.286,13,23,.565,13,28,16,7,4,12,15
30,2023-02-25,Southern,W,60,53,17,51,.333,9,26,.346,17,26,.654,7,35,9,5,4,10,17,18,54,.333,5,21,.238,12,19,.632,7,36,6,5,1,14,20
31,2023-02-27,Grambling,L,54,66,23,56,.411,2,15,.133,6,12,.500,7,24,10,6,2,9,11,28,52,.538,3,9,.333,7,12,.583,7,34,8,5,2,11,15
32,2023-03-04,Florida A&M,W,91,70,27,47,.574,13,23,.565,24,30,.800,2,25,17,8,3,14,28,22,52,.423,3,14,.214,23,37,.622,13,32,5,11,3,16,20
33,2023-03-08,Grambling,L,72,87,26,69,.377,8,21,.381,12,17,.706,11,26,14,4,0,12,19,33,61,.541,7,11,.636,14,25,.560,17,40,23,7,7,15,15
1,2022-11-07,Cazenovia,W,87,56,28,57,.491,6,19,.316,25,33,.758,6,41,16,12,3,12,18,18,61,.295,7,23,.304,13,17,.765,8,33,5,8,0,17,21
2,2022-11-12,Marist,W,78,75,27,56,.482,7,16,.438,17,25,.680,11,38,7,2,2,12,18,24,58,.414,8,27,.296,19,20,.950,6,28,10,6,7,9,20
3,2022-11-15,Maryland,L,52,76,21,61,.344,4,21,.190,6,12,.500,12,35,6,0,3,15,19,31,64,.484,4,20,.200,10,16,.625,11,40,14,8,4,7,16
4,2022-11-19,Sacred Heart,L,60,75,23,59,.390,4,20,.200,10,11,.909,12,31,14,2,5,16,15,27,69,.391,7,24,.292,14,18,.778,15,37,13,9,2,7,14
5,2022-11-23,Columbia,W,81,79,27,59,.458,11,27,.407,16,20,.800,9,29,16,5,1,9,20,27,50,.540,8,22,.364,17,22,.773,6,31,11,3,1,13,21
6,2022-11-26,La Salle,L,62,65,21,47,.447,4,15,.267,16,24,.667,4,32,11,5,3,20,19,23,60,.383,8,26,.308,11,18,.611,7,25,12,11,4,10,20
7,2022-11-30,Loyola (MD),L,70,84,29,59,.492,4,16,.250,8,11,.727,10,28,14,7,8,14,17,32,57,.561,11,22,.500,9,12,.750,6,23,22,6,1,12,11
8,2022-12-03,Stonehill,L,66,69,25,62,.403,9,28,.321,7,13,.538,10,36,10,4,3,15,20,21,48,.438,10,20,.500,17,21,.810,4,30,11,7,6,11,15
9,2022-12-07,Colgate,L,62,81,24,48,.500,4,14,.286,10,16,.625,4,24,7,3,1,13,14,30,55,.545,10,21,.476,11,15,.733,7,23,11,10,1,9,15
10,2022-12-09,Fordham,L,62,77,22,58,.379,3,13,.231,15,23,.652,10,33,10,7,1,17,23,23,52,.442,8,19,.421,23,33,.697,8,36,13,10,8,16,21
11,2022-12-17,SUNY-Oneonta,W,86,58,32,63,.508,6,20,.300,16,26,.615,11,36,14,7,8,10,17,24,68,.353,2,11,.182,8,15,.533,16,34,6,6,6,17,20
12,2022-12-21,Niagara,L,67,73,25,58,.431,5,17,.294,12,15,.800,7,25,2,8,3,9,19,23,44,.523,6,12,.500,21,25,.840,2,25,7,3,5,13,11
13,2022-12-29,Cornell,L,70,86,30,56,.536,3,15,.200,7,12,.583,10,31,11,2,5,20,19,30,58,.517,8,21,.381,18,23,.783,8,25,12,16,1,9,15
14,2022-12-31,Bryant,L,78,82,28,72,.389,6,24,.250,16,18,.889,10,32,15,6,2,6,22,24,52,.462,8,22,.364,26,31,.839,5,33,13,6,4,11,17
15,2023-01-05,New Hampshire,W,68,50,27,58,.466,6,12,.500,8,12,.667,8,37,12,4,2,9,19,19,47,.404,3,18,.167,9,22,.409,4,28,4,5,4,7,14
16,2023-01-11,NJIT,W (1 OT),72,71,27,64,.422,8,27,.296,10,14,.714,9,34,15,4,3,9,15,28,63,.444,6,23,.261,9,14,.643,10,36,13,6,3,12,15
17,2023-01-14,UMass-Lowell,W,66,65,23,52,.442,4,8,.500,16,23,.696,3,23,6,9,0,7,17,20,63,.317,6,24,.250,19,24,.792,19,42,7,5,4,14,19
18,2023-01-19,Albany (NY),W,65,54,23,43,.535,4,9,.444,15,17,.882,3,25,12,5,3,14,15,21,57,.368,2,19,.105,10,13,.769,10,25,6,6,1,13,17
19,2023-01-22,Maine,L,57,78,21,48,.438,2,13,.154,13,15,.867,7,30,10,5,2,19,15,30,63,.476,8,17,.471,10,12,.833,10,30,16,16,2,8,14
20,2023-01-25,Vermont,L,55,80,22,54,.407,3,10,.300,8,11,.727,7,26,9,3,1,13,18,28,56,.500,12,26,.462,12,19,.632,6,26,17,9,2,5,12
21,2023-01-28,Bryant,W,84,67,26,49,.531,6,16,.375,26,38,.684,5,30,16,3,7,11,21,24,61,.393,6,17,.353,13,17,.765,11,29,7,6,1,10,29
22,2023-02-01,UMBC,L,55,69,23,57,.404,1,14,.071,8,11,.727,6,32,13,2,4,9,17,24,56,.429,7,24,.292,14,17,.824,6,31,8,6,3,7,15
23,2023-02-08,New Hampshire,W,66,64,28,59,.475,5,19,.263,5,8,.625,8,29,12,6,1,8,21,20,49,.408,7,18,.389,17,28,.607,10,32,7,4,2,12,15
24,2023-02-11,Albany (NY),W (1 OT),80,66,29,57,.509,9,15,.600,13,22,.591,7,32,10,9,2,12,17,23,52,.442,5,19,.263,15,23,.652,4,30,6,4,1,12,20
25,2023-02-15,NJIT,W,86,67,34,60,.567,8,18,.444,10,13,.769,5,40,22,2,3,9,16,25,65,.385,3,17,.176,14,22,.636,10,28,4,6,2,3,13
26,2023-02-18,UMass-Lowell,L,70,84,25,51,.490,6,15,.400,14,15,.933,10,27,10,4,3,21,23,27,57,.474,5,13,.385,25,29,.862,15,26,12,12,3,11,17
27,2023-02-22,Vermont,L,70,81,27,59,.458,9,18,.500,7,8,.875,4,26,14,2,5,9,19,29,51,.569,8,13,.615,15,20,.750,2,30,11,4,7,9,13
28,2023-02-25,Maine,L (1 OT),67,71,27,65,.415,6,18,.333,7,12,.583,11,41,17,7,6,15,16,25,70,.357,4,22,.182,17,23,.739,12,39,7,14,2,12,14
29,2023-02-28,UMBC,L (1 OT),67,70,27,74,.365,5,21,.238,8,10,.800,14,46,10,3,4,10,19,25,69,.362,6,25,.240,14,19,.737,10,38,10,6,2,6,13
30,2023-03-04,UMBC,W,67,65,23,51,.451,5,14,.357,16,25,.640,5,35,10,3,2,10,17,23,56,.411,5,16,.313,14,19,.737,5,28,12,4,4,7,21
31,2023-03-07,Vermont,L,57,79,20,47,.426,9,21,.429,8,10,.800,7,24,10,3,2,11,13,33,55,.600,5,17,.294,8,12,.667,5,23,15,7,2,3,8
1,2022-11-09,South Dakota State,L,66,68,25,54,.463,4,19,.211,12,16,.750,4,29,8,12,2,12,17,22,46,.478,7,18,.389,17,23,.739,1,23,10,6,4,19,15
2,2022-11-12,Washington State,W,71,61,26,58,.448,3,12,.250,16,25,.640,6,34,12,8,3,8,15,22,63,.349,6,26,.231,11,16,.688,11,39,3,4,4,13,20
3,2022-11-17,Charlotte,L,42,54,17,54,.315,5,23,.217,3,5,.600,5,30,7,2,4,12,10,23,53,.434,4,17,.235,4,7,.571,2,27,15,9,3,9,10
4,2022-11-18,Loyola (IL),W,70,48,24,52,.462,8,20,.400,14,20,.700,9,38,11,7,7,13,13,17,53,.321,6,22,.273,8,11,.727,5,21,6,7,1,14,21
5,2022-11-20,Colorado,W,68,55,24,62,.387,8,23,.348,12,17,.706,10,35,8,8,3,11,22,19,53,.358,4,20,.200,13,23,.565,8,32,9,5,3,13,20
6,2022-11-26,Utah Valley,W,87,69,33,65,.508,9,27,.333,12,16,.750,9,35,10,4,9,7,18,24,56,.429,6,17,.353,15,20,.750,6,26,7,5,1,10,20
7,2022-11-29,Cal State Northridge,W,55,46,19,52,.365,7,22,.318,10,15,.667,10,37,8,8,4,12,16,15,49,.306,5,15,.333,11,16,.688,6,31,4,5,3,11,17
8,2022-12-03,Texas A&M,W,86,71,23,44,.523,11,25,.440,29,36,.806,7,29,19,4,1,14,20,24,58,.414,5,21,.238,18,26,.692,11,27,13,8,2,9,26
9,2022-12-06,Eastern Oregon,W,90,54,34,59,.576,12,23,.522,10,17,.588,10,39,18,5,4,8,11,20,58,.345,4,15,.267,10,11,.909,6,20,7,4,2,8,16
10,2022-12-10,Saint Louis,W,57,52,18,59,.305,7,23,.304,14,19,.737,10,37,11,7,1,12,17,18,58,.310,4,18,.222,12,16,.750,12,41,9,6,4,14,19
11,2022-12-13,New Orleans,W,91,50,30,55,.545,12,24,.500,19,27,.704,8,44,13,4,3,11,14,19,60,.317,3,11,.273,9,12,.750,3,21,7,7,2,10,17
12,2022-12-18,Oakland,W,77,57,25,59,.424,9,29,.310,18,20,.900,11,44,14,3,2,11,14,23,64,.359,5,27,.185,6,8,.750,7,28,9,3,1,10,16
13,2022-12-22,Santa Clara,L,58,73,21,61,.344,6,17,.353,10,13,.769,10,34,7,2,1,10,14,26,59,.441,10,25,.400,11,13,.846,9,38,13,4,4,11,13
14,2022-12-28,Nevada,L,72,74,26,55,.473,5,16,.313,15,22,.682,7,32,11,2,1,13,22,23,50,.460,10,23,.435,18,23,.783,2,25,14,3,1,12,18
15,2023-01-03,San Jose State,W,67,64,27,64,.422,7,23,.304,6,7,.857,10,28,10,6,2,7,11,27,60,.450,4,21,.190,6,7,.857,9,33,9,3,6,13,12
16,2023-01-07,Utah State,W,82,59,31,62,.500,11,19,.579,9,13,.692,8,40,18,2,2,11,20,23,58,.397,7,21,.333,6,14,.429,5,28,10,5,6,10,19
17,2023-01-11,UNLV,W,84,66,31,55,.564,14,26,.538,8,14,.571,8,33,17,5,6,14,19,27,62,.435,6,19,.316,6,14,.429,11,31,12,6,0,10,15
18,2023-01-14,Wyoming,W,85,68,33,68,.485,12,33,.364,7,11,.636,9,40,15,5,1,7,21,25,57,.439,7,19,.368,11,21,.524,5,30,12,5,4,12,12
19,2023-01-17,Nevada,W,77,62,29,55,.527,8,16,.500,11,15,.733,6,27,9,5,2,6,16,23,52,.442,7,19,.368,9,13,.692,8,28,8,4,3,15,17
20,2023-01-20,New Mexico,L (1 OT),79,81,34,76,.447,5,24,.208,6,8,.750,11,43,11,5,6,10,18,33,70,.471,6,13,.462,9,14,.643,9,37,13,3,4,11,12
21,2023-01-24,Fresno State,W,63,53,22,45,.489,7,13,.538,12,13,.923,1,27,6,4,1,18,13,22,56,.393,2,25,.080,7,14,.500,6,27,9,8,4,11,13
22,2023-01-28,Colorado State,W,80,59,29,49,.592,11,24,.458,11,13,.846,1,24,19,2,2,7,15,23,56,.411,4,22,.182,9,15,.600,7,27,10,4,0,7,10
23,2023-01-31,Air Force,W,59,52,22,51,.431,7,22,.318,8,9,.889,4,28,6,6,5,10,15,20,51,.392,4,24,.167,8,10,.800,6,27,9,3,5,11,12
24,2023-02-03,San Diego State,L,52,72,19,52,.365,2,18,.111,12,19,.632,7,27,8,4,2,10,21,26,51,.510,4,18,.222,16,23,.696,4,31,13,3,4,10,17
25,2023-02-11,Wyoming,W,75,63,27,51,.529,7,17,.412,14,18,.778,10,31,9,6,2,17,19,23,50,.460,8,16,.500,9,13,.692,6,17,8,7,4,13,19
26,2023-02-15,Colorado State,W,80,78,30,61,.492,8,21,.381,12,14,.857,9,31,10,4,2,8,15,29,56,.518,13,22,.591,7,11,.636,4,22,20,5,1,8,14
27,2023-02-19,UNLV,W,73,69,25,56,.446,4,16,.250,19,22,.864,8,30,10,7,6,11,15,24,55,.436,11,26,.423,10,15,.667,9,30,11,7,6,14,20
28,2023-02-22,New Mexico,W,82,77,26,65,.400,7,27,.259,23,34,.676,9,39,8,4,1,7,17,26,69,.377,8,25,.320,17,21,.810,9,41,11,2,4,10,24
29,2023-02-25,San Jose State,L (1 OT),68,74,22,53,.415,10,23,.435,14,20,.700,4,29,14,6,5,11,19,26,72,.361,8,31,.258,14,19,.737,16,46,11,5,6,11,18
30,2023-02-28,San Diego State,W,66,60,23,52,.442,9,22,.409,11,14,.786,12,31,7,6,2,13,12,22,51,.431,7,19,.368,9,11,.818,6,22,8,9,4,10,14
31,2023-03-04,Utah State,L,73,86,25,56,.446,7,21,.333,16,19,.842,9,29,11,4,2,8,16,32,56,.571,7,20,.350,15,17,.882,5,27,24,6,2,9,16
32,2023-03-09,UNLV,W (1 OT),87,76,30,58,.517,13,28,.464,14,20,.700,5,32,17,4,2,11,12,29,66,.439,14,32,.438,4,7,.571,10,31,17,7,6,12,21
33,2023-03-11,Utah State,L,62,72,22,55,.400,4,14,.286,14,22,.636,4,28,8,8,1,9,21,21,52,.404,9,29,.310,21,26,.808,6,37,14,1,5,15,20
1,2022-11-07,Cornell,W,79,77,34,72,.472,4,17,.235,7,13,.538,12,39,19,16,5,18,15,29,63,.460,13,36,.361,6,11,.545,8,32,18,13,4,23,16
